id,D1_eq_px,D2_feret_max_px,D3_feret_min_px
1,224.87184158744589,231.95587158203125,223.6214599609375
2,211.69066823197187,220.33607482910156,212.6007843017578
3,207.2519545418404,232.9312286376953,185.53976440429688
4,206.96147352692387,232.5510711669922,186.0408477783203
5,209.42759898653406,226.73727416992188,198.11561584472656
6,219.2557157083782,261.3940124511719,191.58541870117188
